epoch,stage,total,bce,nc,q,csr_alpha,p3_context,p3_current,p3_fine,p4_context,p4_current,p4_fine
112,C3_anneal,0.115809,0.075600,0.057905,1.000000,1.000000,0.325007,0.381894,0.293099,0.431095,0.329417,0.239488
113,C3_anneal,0.120310,0.080021,0.060155,1.000000,1.000000,0.323252,0.382678,0.294070,0.433928,0.328160,0.237911
114,C3_anneal,0.116033,0.079979,0.058016,1.000000,1.000000,0.322460,0.382949,0.294591,0.433174,0.330260,0.236567
115,C3_anneal,0.112334,0.075333,0.056167,1.000000,1.000000,0.322233,0.383320,0.294447,0.432912,0.332116,0.234972
116,C3_anneal,0.114777,0.078919,0.057389,1.000000,1.000000,0.321393,0.384099,0.294507,0.433937,0.331258,0.234805
117,C3_anneal,0.108668,0.075066,0.054334,1.000000,1.000000,0.322253,0.383630,0.294117,0.434269,0.331905,0.233826
118,C3_anneal,0.109508,0.072872,0.054754,1.000000,1.000000,0.322026,0.383464,0.294511,0.435068,0.331557,0.233375
119,C3_anneal,0.110831,0.075005,0.055415,1.000000,1.000000,0.321329,0.383614,0.295057,0.437630,0.328850,0.233520
120,C3_anneal,0.108947,0.069946,0.054473,1.000000,1.000000,0.321123,0.383132,0.295746,0.438708,0.328932,0.232360
121,C3_anneal,0.109807,0.071840,0.054903,1.000000,1.000000,0.322181,0.382688,0.295131,0.437854,0.329347,0.232799
122,C3_anneal,0.107259,0.069407,0.053629,1.000000,1.000000,0.322151,0.382634,0.295215,0.437837,0.329327,0.232837
123,C3_anneal,0.101735,0.071053,0.050867,1.000000,1.000000,0.322049,0.382672,0.295279,0.437622,0.329456,0.232923
124,C3_anneal,0.102169,0.070122,0.051085,1.000000,1.000000,0.322194,0.382508,0.295298,0.437653,0.329208,0.233139
125,C3_anneal,0.106797,0.069209,0.053398,1.000000,1.000000,0.321834,0.382690,0.295476,0.437581,0.329282,0.233136
126,C3_anneal,0.099903,0.067911,0.049951,1.000000,1.000000,0.321828,0.382700,0.295473,0.437470,0.329314,0.233216
127,C3_anneal,0.099601,0.069968,0.049800,1.000000,1.000000,0.322024,0.382627,0.295350,0.437322,0.329352,0.233325
128,C3_anneal,0.099082,0.068412,0.049541,1.000000,1.000000,0.321868,0.382902,0.295230,0.437337,0.329425,0.233238
129,C3_anneal,0.100556,0.067993,0.050278,1.000000,1.000000,0.321642,0.383029,0.295329,0.437360,0.329498,0.233142
130,C3_anneal,0.102407,0.071553,0.051204,1.000000,1.000000,0.321685,0.382950,0.295365,0.437349,0.329669,0.232982
131,C3_anneal,0.096759,0.067665,0.048379,1.000000,1.000000,0.322021,0.382678,0.295301,0.437350,0.329620,0.233030
132,C3_anneal,0.097341,0.067234,0.048670,1.000000,1.000000,0.322222,0.382496,0.295282,0.437593,0.329388,0.233020
133,C3_anneal,0.099431,0.069014,0.049716,1.000000,1.000000,0.322337,0.382435,0.295228,0.437751,0.329158,0.233091
134,C3_anneal,0.099807,0.068762,0.049904,1.000000,1.000000,0.322205,0.382523,0.295273,0.437611,0.329248,0.233142
135,C3_anneal,0.097479,0.064501,0.048740,1.000000,1.000000,0.322057,0.382563,0.295380,0.437341,0.329142,0.233517
136,C3_anneal,0.097005,0.068980,0.048503,1.000000,1.000000,0.322333,0.382400,0.295266,0.437335,0.329297,0.233368
137,C3_anneal,0.096350,0.066341,0.048175,1.000000,1.000000,0.322278,0.382502,0.295220,0.437043,0.329505,0.233452
138,C3_anneal,0.096094,0.069255,0.048047,1.000000,1.000000,0.322234,0.382604,0.295162,0.436861,0.329518,0.233621
139,C3_anneal,0.098066,0.066241,0.049033,1.000000,1.000000,0.322332,0.382651,0.295017,0.436838,0.329627,0.233535
140,C3_anneal,0.098522,0.064879,0.049261,1.000000,1.000000,0.322160,0.382733,0.295107,0.436712,0.329596,0.233692
